复必泰产生的抗体能维持多久？,2
那怎么买呢,2
我想问下母子康vip是费用多少？,2
会越来越多吗会传染吗,2
大概多久会消呢,2
一天一次吗,2
请问是涂这个吗,2
他脸上那些疹子会痒的吗,2
皮肤感染是怎么导致的？,2
细菌造成的感染是吗,2
我想问下湿疹是不是会一直反复出的？,2
那湿疹也可以涂百多邦吗,2
怎么区分哪些是湿疹哪些是脓苞疹？,2
阿兹夫定片能治普通型新冠肺炎吗,2
可以了吗,2
12点过去还能看吗,2
就在这里挂妇科对吗,2
请问这是什么东西？,2
线上有皮肤科看吗？,2
你们一天有经颅磁吗,2
我截图给您可以吗,2
我的图文是要自己截图吗？,2
也正常吗,2
这样可以吗？,2
是1号楼哪里么？,2
急诊怎么挂？,2
请问鹅口疮会传染吗？,2
能帮我查询下昨天的心脏彩超结果吗？,2
心脏彩超有吗？,2
在哪里查询？,2
买药给发票吗,2
户口本在老家，没有不可以打吗,2
上次开的药吃完了，可以继续在这里开吗？,2
是直接邮寄吗？还需要我操作什么吗,2
包皮内的皮肤可以打激光吗？你之前不是说龟头那里的没有事吗？,2
激光治疗要多少钱呢,2
这种便正常吗？,2
是问可以混合一起吃吗,2
请问这3款药可以混合一起开吗,2
你好 6岁 儿童 经常流鼻血 应该挂什么科？,2
有打水光针吗,2
用微信语音可以吗,2
可以开14天吗,2
是否感染了？,2
即没有感染支原体是吧？,2
这周周六补班，那周日会补周六那半天吗,2
平时周六不是有安排半天吗,2
这个改怎么办？,2
帮忙开点吧，顺便能给孩子开一些抗感冒的吗？,2
陈大夫，儿童预防感冒发烧的药，可以开些吗？,2
没有今天的号吗,2
能看到。请问孩子15kg，每天吃多大剂量？,2
七星茶退热吗,2
阿兹匹定有吗,2
就诊卡是之前那张绿色的卡吗,2
在哪座楼？,2
像小柴胡和四联可以间隔半小时共同使用吗,2
半夜如果发烧了，直接上美林退烧吗,2
您能开来瑞特韦片吗,2
好的，你下周什么时候排班呢？,2
你们那里有啥好的建议？,2
他可以看我这个病吗,2
你好，请问入职体检是只能工作日才能做吗,2
那我只有尿常规这一项没有做了，可不可以挂别的科室做呢,2
能改做B超的时间吗,2
那在线咨询服务咋咨询？,2
下午没有吗,2
不是产后康复科吗,2
找不到呢？,2
这个可以看发热吗？,2
这个可以吗,2
到镇上那种卫生院看行不行的？,2
好的，谢谢呢,2
这种情况严重吗？,2
那我应该吃什么药好呢,2
你们医院HPV?tct有优惠吗,2
胱抑素c偏低呢,2
那现在是要怎么办呢,2
确诊早孕挂哪个呢,2
劳动节有放假吗,2
3号，下午能加号吗？,2
只能面诊一次，二选一，是吗？,2
在哪里看开好的药呢,2
这个胃肠镜一天能做完吗,2
一般我看胃肠镜有息肉什么的可以当天做了 这个可以吗,2
就是我先给这个钱 到时退？,2
请问这个理赔完成了吗,2
请问你们有这几个药吗,2
我想问一下你们医院儿童康复的为什么老是不给我们排号做康复？,2
可不可以线上开卡？,2
没有卡，怎么添加？,2
你好，孩子香港户口的要填什么证件？,2
那如果在网上开药，也必须先到医院开卡是吧？,2
可以网上直接办新卡吗？,2
在哪里添加？,2
他不上班能开吗,2
能加号吗,2
那你直接帮我开检查单不行吗,2
有人上班吗,2
请问就诊卡能补办吗,2
上班如果坐坐站站可以吗,2
需要用什么药吗？,2
垫软垫上班可以吗,2
小朋友手上起了个泡，不知什么原因，需要怎么处理吗？,2
大概要多久？,2
前段时间我没有及时看到的问答，现在可以再接收的发的知识吗？,2
过了谷雨即是初夏，春天最后一个养生节气，应该怎么做？,2
好的，到了后是去导诊台吗？,2
不能开吗？,2
你好！上班了吗？,2
上次不是说直接开好了就可以顺丰的吗,2
不是你这边可以直接开吗？,2
莲花清温和三九感冒灵可以同时用吗,2
吃之前不能吃饭是吗,2
请问吃什么药好呢,2
上面那款合适吗？,2
我吃阿莫西林或者头孢能降下来吗？,2
我这个指标考虑缺铁性贫血吗,2
我想问一下去铁酮片是一定要医生开吗？,2
不可以吗？,2
你好，我想明天给孩子拍个片，骨科关节，可以帮忙开单吗,2
你下班了未？,2
请问特药卡已经激活两张，一张自己用，一张孩子用。如何区别？,2
子宫内膜 没打过胎什么的也要查吗,2
需要买点什么药吃吗 有什么大问题吗,2
需要吃多久的药物呢？,2
之后复查精液分析和顶体酶吗,2
如果正常后 自然受孕几率大吗,2
还是主要是饮食作息？,2
有个酸碱度下降正常吗,2
挂什么科室？,2
17岁男孩可以做吗？,2
3号可以做吗？,2
2号可否可以做？,2
你好！请问有没有24小时动态心电图和心脏彩超，可以做？,2
你好！我找不到心内科的？,2
这种胃病严重吗,2
或者能不能线上看？,2
怎么没帮我开处方单？,2
你好，为什么我的疫苗接种记录二维码扫不出来呢？,2
结膜炎的话，现在的用药对证吗？,2
需要处理吗？,2
有没有可能是包皮嵌顿啊医生？,2
我30号凌晨入院的，从今天开始算吗？,2
可以9折吗？,2
饮食有哪些要注意的吗,2
昨天看咳嗽的药是继续吃吗,2
儿童 经常流鼻血 应该挂什么科？,2
对了 还想问问 逐渐减少是一次减多少呢,2
我约了周六您的号，你看看这两天需不需要先怎么处理一下？,2
耳科有开吗,2
类似耳朵进水的可以吗,2
舒医生你好！银丹心脑通软胶囊外面怎么买不到啊？,2
我怎么老是拉肚子啊？,2
一次吃几颗？一天几次？,2
好的，5mg就是5片哈？,2
好的，是空腹服用吗？,2
可以开好我下班过去拿药吗,2
请问九价下一次有号是什么时候？,2
这个药还能继续吃吗,2
可以涂炉甘石吗,2
你好，我可以在你这边直接约头颅CT吗？,2
价格多少？,2
你好，可以直接开个吸鼻子吗,2
这个莫医生可以做拆线吗,2
可以帮忙开个药吗,2
知道大概哪天有货吗,2
怎么知道有货？,2
那这是那当面的神经呢,2
神经科吗,2
你们那边有药可以配吗？,2
回家饮食需要注意什么？,2
有点痣吗,2
这个问题大吗？,2
吃糖那种，算吗,2
你好，请问下我这个是挂皮肤科吗,2
螺旋杆菌阳性，尿液细菌过高用什么药？,2
什么意思？,2
不是有美容中心吗,2
接诊了吗,2
需否补充消化酶？,2
我可以返回去付款了吧？,2
这个是正常还是不正常？,2
整肠生还要不要吃呢？,2
然后吃盐酸小柴碱片是吗,2
这个补液盐散，就先按说明书吃一包是吗？,2
吃这个可以吗？,2
现在就买那个整肠生吗,2
能不能和小朋友同一个房间休息呢,2
能不能一起吃饭呢,2
这个可以防止传染吗,2
家里有补液盐粉，要喝吗,2
我以前没有试过拉肚子，所以没吃过这个药，现在怎么处理呢,2
吃饭需要隔开吗？,2
这个是不是会传染呢？厕所用一般洁厕灵清洁可以吗？,2
怎么用药呢,2
你好 这个能退钱吗,2
能退款的吗,2
吃的方面有什么禁忌吗,2
可以喝椰子水吗,2
抽血是检查性激素6项，甲功，AMH这几项吗,2
就是要月经来之前一个星期吗,2
抽血是查激素水平吗,2
我距离月经还有差不多10，可以查激素水平吗,2
医生，我这样是卵巢絮乱才这样吗,2
备孕期间有没有什么要注意的呢,2
在吗在吗,2
芪参益气滴丸要暂时停吗？,2
成功了吗,2
请看一下可以吗,2
蓝色叉叉可以吗,2
下午可以做吗,2
那胃镜可以吗,2
就是其他的科都可以是吗,2
嗯嗯，可以看到吗,2
子宫肌瘤可以看吗,2
鸡肉不能吃？,2
可以帮忙看看吗,2
不好意思李医生是第二个吗,2
贵院能打吗,2
贵院能打乙肝免疫球蛋白吗,2
这是什么意思呢,2
我们过去比较远，可以寄快递过来我们自己贴吗,2
嗯嗯，这个会是结膜炎吗？,2
这个还有其他药替的吗？,2
你能看得到我上面的聊天记录吗？,2
你好，还想问一下，女性的孕检是不是例假结束后才能去的？,2
外籍人员，在你们医院怎么样想能预约挂号？,2
这个是专门的小儿外科吗,2
什么价格？,2
请问一下吃多久可以复查一下是否正常？,2
那么小穿刺看的出来吗,2
请问如果尿酸正常的话是否可以每天吃半片？,2
方大夫，复星有这个药吗？,2
好像是腱鞘炎，用点什么药呢？,2
中医推拿吗？,2
没有号了怎么去看？,2
这些四块十几块的也有吗,2
下午是两点吗,2
咳嗽挂这种可以吗,2
您有电话号码吗,2
不是广州药科第三符属医院吗,2
我十一号去检查一下可以吗,2
PH值，未分类结晶，还有细菌高！啥毛病，吃点啥药？,2
达格列净可以吗,2
阿卡加二甲双胍吗,2
血糖您建议吃什么药好呢,2
计量是5毫克还是…？,2
阿卡波糖加达格列净可以吗,2
你好今天中午?九价抢吗,2
不知道可以取消吗？,2
就是细菌感染和病毒感染都有是吗？,2
要哪一种头孢？,2
需要准备什么证件？,2
你好，今天有小儿推拿嚒？,2
请问喉咙痛，舌头痛用什么药？,2
鸡，鱼可以吗？有一点点酱油不怕吧？,2
请问痔疮术后4天，可以吃点清淡点的面包和纯牛奶吗？,2
没领 有不怎么排队的vip通道吗,2
目前有喝退烧药，需不需要去医院扎手指呢,2
真无办法了吗？,2
怀孕建档可以不当天建档吗,2
我女儿刚才说咽干，能吃生姜红枣煮水喝吗？,2
可以今天就做吗,2
好的?做胃镜之前有什么要注意的吗,2
胃镜下午可以做吗,2
多大才应该看消化科呢,2
有哪些药呢,2
可以先推介我买些药吃点先吗？,2
最近两天感觉尿道里面痒痒的，请问是否尿道感染了？,2
那要买些什么药呢？,2
我的诉求，蒙脱石散是否需要继续吃，或者这个药可以吃多久？,2
一般上呼吸道感染或者急性肠胃炎多久可以治愈呀？,2
饮食需要注意吗？只能馒头和粥？,2
咸菜可以吃吗,2
周末上班吗,2
那是什么原因引起的？,2
这个危害大不大？,2
我想知道胸膜炎严不严重？会有什么问题吗？,2
胸膜炎是什么问题？,2
是什么引起的？,2
会不会是熬夜引起的？,2
我意思是这个胸膜炎是很严重的问题嘛？,2
宝宝快三个月 我也有点感冒一样可以喂母乳吗,2
那就是说到时候到体检科跟护士说话就行了对吗？,2
周末也可以吗？,2
额，那个时间啥的是什么时候？,2
请问，想挂的医生没号了，可以加号吗,2
今天的可以吗,2
可以加吗,2
就是说这个淋巴结是良性的对吗？ 需要处理吗？,2
但是这个淋巴如果是一起处理， 是不是开刀的口子会大一倍？,2
医生，孩子最近着凉感冒了，中药还能继续吃吗,2
小肚子有时候会胀，感觉有气体，是怎样回事？,2
和子宫肌瘤有关吗？,2
请问头晕挂哪个科？,2
那两个可以去黑头痘痘吗,2
对?请问今天到带吗,2
医生您好！我不小心打碎了药，请问能重开一瓶有快递送过来的吗,2
请问奥利他韦还可以开吗？,2
我就想问一下我的卡激活了吗？,2
那里能看到卡激活了没有？,2
如果持续发热咳嗽的话需要去医院排除肺炎吗？,2
吃药后观察多久呢？,2
想问一下，胆木沁膏胶囊是需要就诊让医生开处方才能拿药吗,2
那还有别的抗病毒的药没？,2
下午好～请问这个红色的是什么意思呢？,2
打了新冠疫苗有关？,2
你好，还在吗？,2
请问网上商城从哪个界面点进去？,2
想问一下，只测这几项行不行？,2
有价格吗？,2
你们的地点在哪里？,2
依您经验，看着像早期还是中晚？,2
我这颈椎严重吗,2
对了，我现在手脚发麻是颈椎问题引起的吗,2
怕水，游泳不行，跳舞可以吗,2
乳腺B超也是在白玉兰大楼吗,2
一般都是男性看男性的，对吗？,2
她现在11个月，去挂急诊拿药吗,2
是怎么回事呢,2
听说复星有新冠药是吗,2
需要提供卡号给你吗？,2
先诺欣有吗,2
目前有什么药啊？,2
现在还要做吗？,2
如果是尖锐湿疣的话可以做掉吗,2
这个属妇科疾病吗？,2
我这个严重吗,2
做手术后也不需住院对吗？,2
是石湾那边吗,2
那他现在睡了，应该醒了再带去看医生还是直接抱去看好？,2
那要接种两针后？,2
可以直接接种Mrna吗,2
可以给我开约吗,2
是正常的毛囊组织嘛？,2
请问三高老人家可以打吗？,2
你们还有什么交代的吗,2
没问题吗,2
那问诊费能退吗,2
5号可以做吗,2
4号早上直接去二楼那个内镜中心吗,2
一天益生菌吃一到两次吗,2
可以煮苹果水喝吗,2
这个是什么原因呢,2
现在没有了吗？,2
这个权益我在哪查？,2
现在连吃了6天，我才记得，会有问题吗？,2
新冠还流鼻血吗,2
那我目前最好就在家隔离吗，最好吃那种药呢,2
那这种严重吗,2
要先定点医院才能建档吗,2
有什么办法或用药可以预防或缓解病症吗？,2
患者和家属要怎么护理呢？,2
会越来越严重吗？,2
会否遗传吗？,2
是这样吗,2
病情：刘医生，我是宛昕妈妈，你看能操作吗,2
我想问一下我们用汉利康30以后怎么理赔的事？,2
心血管内科可以吗,2
我还要进行什么操作吗？,2
总有个大概价格吧？,2
28岁了牙齿矫正还来得及吗？费用多少？有没有后遗症？,2
可以咨询一下病情吗,2
可以发语音吗,2
入口关闭，是不能申请实体卡吗,2
请问九个月的宝宝这样的奶量和辅食量是正常的吗？,2
你好，在吗？,2
今天你们外科有开吗？,2
不能先提前验血？,2
你好，小朋友咳嗽，可以先提前开验血单吗？,2
我想问问价格可以问到吗,2
好的，不过你们5点半下班来得及吗？,2
眼睛的吗？,2
你考虑是什么炎症？眼睛结膜炎，角膜炎？,2
眼睛眼角发红，流眼泪这是什么原因造成呢？,2
对，三种药齐吗？,2
这个可以退吗,2
我这种情况严重吗,2
到时候在一楼药房拿药吗，明天可以过去了吗,2
我看我宝宝有枕秃的现象，那是什么原因呢,2
那怎么办？,2
5天的中药吃完了要继续吃吗？,2
同样的药是吗？,2
我可以在线上开，自取吗？,2
可以中药颗粒吗？,2
请问我可以同时喝补气血的口服液吗？,2
请问饮食有什么要注意的？,2
无痛太繁琐，全麻还需要陪诊，是否能约普通胃镜？,2
这样就可以了？,2
新生儿去白玉兰二楼复查那个什么眼睛的挂什么号？,2
会反复吗？可以根治的吗,2
挂什么科的号呢？,2
这个是什么问题的吗？也是属于阴道炎吗？,2
这个严不严重？,2
身上的红疙瘩会自动消失吗,2
请问成年人发热是看急诊科吗,2
成分功效一样的？,2
需要发诊疗卡二维码吗,2
您星期天有开诊吗？,2
谷维素加刺五加？,2
今年可以刷余额了吗,2
去了就可以洗是吗？,2
人流后7天了，可以吃优思悦吗？,2
是这样吗？,2
那我查血液怎么查呢,2
到时候怎么说呢,2
内科哪个呢,2
就挂妇科可以吧？,2
前列腺炎严重吗,2
在哪儿补？,2
拔牙二档社保可以报吗？,2
深圳市宝安区恒生医院可以吗,2
是直接更换吗？,2
那个药物不如头孢好用，对吧？,2
什么头孢呢？,2
需要换抗生素吗,2
今天还能约吗,2
你好在吗,2
在这上面可以挂精神内科的号么？,2
这个病严重么？,2
能治好么？,2
必须患者本人去吗,2
要疾病证明吗,2
你好，是发病理给你吗,2
有体重管理科吗,2
哦哦，身高156cm，体重51㎏可以去中医科调理吗,2
中医调理体重是怎么调呢？,2
喝中药吗？,2
我用我的名字给小孩挂号，可以吧？,2
目前良好，是否出院一周后找医生复查？,2
你们医院hpv和tct有福利价吗,2
你是个2吗,2
我拉那么多次，能不能吃点什么药？,2
买哪个牌子益生菌？,2
餐后吃吗,2
没说要收费？,2
不是有面诊吗,2
说让我看外科？,2
医生请问有可能是包皮嵌顿吗,2
那我怎么给他处理呢,2
像这种没有什么药可以慢慢消吗？,2
请问我表述清楚了吗,2
所以结论是喝水+观察对吗,2
大概有可能出现什么异常呢,2
像他这种2倍的剂量，通常危害大吗,2
之前没开的吗,2
舒医生，我怎么吃了东西就发胀呀？,2
偏头痛吃什么药？,2
你看不到她的病历吗？,2
我找不到他，能帮忙转给他吗,2
怎样申请肿瘤免费筛查呢,2
那肺部CT是免费？,2
乳腺这个可以免费对？,2
不是包含在里面？,2
那要怎么样的途径才能买得到呢？,2
嗯 不用考虑阑尾炎哈？ 还是考虑上呼吸道炎症哈？,2
孩子状态不好 我去拍片说是肺炎 需要点滴。这边可以安排吗,2
可以发个链接给我吗,2
可以了吗,2
需要吃点什么药吗,2
是因为熬夜累到了吗，自然流产了需要注意什么吗,2
在吗？请问我这是生化吗,2
我挂了这个怎么知道什么时候我该去呢,2
怎么叫号呢,2
下午还有吗,2
我直接挂急诊是吗？,2
中午是12点下班吗？,2
儿科的呼吸科是吗？,2
那可以不需要吃吗,2
那就是我吃到3个月就可以是吗,2
那就在吃一个月？,2
最好是吃是吗,2
那个叶酸上次开了一盒  今天吃完了  还要在吃吗,2
结膜炎是什么？,2
泡点金银花菊花可以吗？,2
为什么喝了药后一直咳不停呢？,2
是因为冷到喉咙吗？,2
清热止咳不了呢,2
什么有可能？,2
那么咳睡不了觉怎么办？,2
医生你好，今天除了喉咙痛，鼻塞。还偶尔有喘咳，能开点药吗,2
请问大人打预防针也是挂预防保健科吗,2
那有什么用药建议吗？,2
希诺宁可以吗,2
从开始打，还是从打完，开始计算呢？,2
是，那今晚先吃布洛芬？,2
您是说孩子可以服药是吗,2
需要做手术吗,2
可以改吗,2
假体隆胸取出后，乳房会不会恢复原来一样？,2
梁医生帮我多开一些行不？,2
有时有呢,2
需要吃什么药吗,2
有位置吗,2
可以这样吗,2
急诊现在也可以挂好吗,2
可以中医调理的吗,2
不好意思，林医生，我想问一下4号监测排卵下午有没有开门呢,2
全天都开吧？,2
那先观察吗,2
上午几点吗,2
一个月的宝宝，5天没拉屎放屁巨臭，应该挂什么科？,2
迟到了也没事吧？,2
挂他号去问问吗？,2
无痛胃镜是麻药吗？,2
TSH高是什么原因引起？,2
一般调药多久需要复查甲功？,2
现在需要增加半片药量是吗？,2
什么意思？我理解不了，医生可以解释一下吗？,2
TSH高是甲亢吗？,2
月经来了，医生开的调经汤还能喝吗？？,2
请问是直接过去产科看房和预定还是….？,2
儿童身高问题看什么科？,2
是微创的吗,2
你们不是吗,2
咋又贵了？,2
这一盒是160元了？,2
是没有问题的吗,2
昨天医生没有给我开止痒的药啊？,2
昨天医生没有给我开止痒的药？,2
怎么操作呢,2
可以开发票吗,2
真的没事吗,2
入职体检可以吃早餐吗？,2
没有其他方式开具了？,2
皮肤科能块速去除吗,2
能打篮球不？,2
就是其实不是很严重是吗,2
中性粒细胞不是降低 才是病毒感染吗,2
能买到这个药吗,2
不需要服药吗,2
你好在吗,2
你好，在吗？,2
你好，低蛋白大米含蛋白质吗？,2
那发烧可以喂奶吗,2
病情：请问发烧可以喂母乳吗,2
那发烧可以喂奶吗,2
挂哪个科室？,2
孩子胳膊上有几个红色的点点，可以帮忙看一下吗,2
吃什么药？,2
17*8算好大的吗？必须手机？,2
夏枯草胶囊？,2
17*8算好大吗？,2
饮食要注意什么吗？,2
吃什么呢？,2
需要进一歩诊治吗,2
一个疗程会好吗,2
社保能够报多少比例？,2
有什么好的方案吗,2
今天小孩要打预防针和42天儿童保健需要分开挂号吗,2
请问一下小孩昨天开始流鼻涕，没发烧没咳嗽，吃啥药合适呢？,2
药费多少？可以马上给我发吗？,2
这两个价格是多少呢,2
自费的呢,2
如果做脱敏得多久？,2
为什么换季的时候也会发作？,2
只能佛山社保对吗？,2
4号才有吗？,2
那可以帮我问问哪里有做核酸的吗,2
哦，可以了，这么贵的吗？,2
那么心肌梗塞呢,2
那不考虑心梗或者冠心病之类吗,2
没不舒服呢,2
我想了解扁桃体结石是挂哪个科？,2
我想了解扁桃体结石是挂哪个科？,2
那有什么？,2
话说，新冠阳的时候，可以泡温泉吗,2
这种我可能汞中毒吗,2
还有一个问题、如果想增强免疫力，建议吃点什么呢,2
都是门慢呀？,2
一样开三月药？,2
这大便正常吗？,2
诊疗卡操作人可以共享吗,2
那小孩子的呢，父母只能一个人使用？,2
需要停药吗,2
能治好吗,2
那要换药吗,2
这个现象不是水解奶粉过敏现象吗？,2
感冒了  可以开点连花清瘟胶囊吗,2
请问舌头下根部长东西，要挂什么科？,2
痤疮是孢子菌？,2
我这个是肛周脓肿吗？,2
微创不可以做？,2
不及时做手术会感染其他地方吗？,2
这么贵的吗？,2
哪个品牌奶粉呢,2
就是要把白色的洗掉吗？,2
不用刻意去洗掉？,2
现在都是38度几或者是37度几？,2
这种严重吗,2
咽炎片那些有用吗？,2
线上能开雾化单子吗？,2
我可以过来复诊吗,2
张医生，我想下午有复诊，不知验血结果出了未？,2
好的，周六周日也是吗？,2
抽血中心是早上几点上班的？,2
把抽血单直接带到抽血中心抽血就可以了吗？,2
我可以直接联系主治医生吗,2
甲亢能拔牙吗？,2
宝宝发烧挂什么科吗？,2
怎么说呢,2
发热也是随便挂吗,2
挂这个吗,2
淋巴发炎挂什么科？,2
氟康唑吃一次够了吗,2
有需要定期给他吃点什么开胃的食物吗？,2
挖笋会受刺激吗,2
凡士林可以用吗,2
有什么外用药可以涂吗,2
所以幼儿园老师入职体检结果，在医院的小程序是看不到的啊？,2
那我自己是看不到结果吗,2
我还想着看一下结果呢,2
有官网网址？,2
那我在哪里看？？,2
官网可以自己看到结果吗,2
你好 想洗牙的话 是挂什么科呢,2
包皮炎，一般抹什么药好呢,2
我想问一下我现在能不能性生活？,2
你们查不到我就诊记录吗？,2
咋样更久点呢？,2
男性的问题可以咨询你吗？,2
我现在这个严不严重呢,2
好的，如果不备孕不需要管吗,2
这些都要查吗,2
你们有Paxlovid吗？,2
你们科室在哪个地方？白玉兰大楼吗？,2
1. 药物，药量需要调整吗？,2
也是继续吃这款头孢都可以，是吗？,2
不同牌子的都可以是吗？,2
如果我挂视频问诊是否也不能开呢？,2
今天有上班吗,2
病情：2个月22天可以打针吗,2
要住院吗,2
可以打吗,2
继续吃阿比多尔片可以吗？,2
家里有阿滋夫定片 如果吃有什么禁忌吗,2
我想咨询一下，做个入职体检该挂哪科，然后五一期间可以做吗,2
医生我这个问题大不大呀？,2
那进口的是不是要贵很多？,2
请问鼻科有上班吗,2
他会自己好吗,2
好我去药房买可以吗,2
能自己好吗,2
没有具体的建议么？,2
你这能开两盒不？,2
可以换时间吗,2
你好，请问贵院有狂犬疫苗接种吗？,2
那每天都可以冲洗下面吗？,2
直接到总院取药吗？,2
要直接拍还是先洗干净呢？,2
我没有感染呢,2
这边还有什么新冠的药物吗,2
这里走吗,2
这个不是激素吗，所以担心，哪如果我停一个月先行不行呢,2
您好我想开氨甲环酸注射液能开吗,2
安瓶的也不行吗,2
怎么换牌子了？,2
要挂的话，是挂什么科呢,2
是8点上班吗,2
现在是只能去医院开了吗？网上所有平台都不行吗？,2
我打字不是几好语音方便呢,2
可以语音吗,2
那脚踝处痛 怎么办呢,2
换什么药呢,2
需要怎么弄呢,2
考虑是不是感冒的炎症所以引发了耳朵也有炎症？,2
那要买什么滴耳液？,2
滴耳液的话，氧氟沙星滴耳液管用吗,2
这个是什么意思呢,2
拍在手机上 户口本相片证明可以吗,2
这三种一起用吗,2
我是想知道是一起放进雾化器使用吗,2
是要一起用的吗,2
也是一号楼三楼是吗,2
那我这一辈子都在连续吃？,2
挂儿科吗？,2
我不是也安排在5号下午了吗？,2
蛋，牛奶这些可以吃吗？,2
打球伤膝盖，饮食上有什么忌口的吗？,2
测眼压？是不是就是眼睛夹一种检测仪器？,2
长期熬夜吗？,2
陈医生，在？,2
真的，辛苦帮我把问题解决了好吗？,2
可以打是吗,2
现在不能打吗,2
我想问下，小孩4天前发烧，可以打预防针吗,2
请问还在吗,2
我想问下你们医院有得做新冠抗体检测吗？,2
有肝病的可以吃吗,2
小孩测了是甲流，那么家里人需要吃点奥司他韦预防一下吗,2
一天两次吗,2
密切接触过甲流患者，可以提前吃这个预防是吗,2
左后侧腰部的疼痛，和内科器官的关键性大吗,2
鱼类都不可以吃对吗,2
肉都不可以多吃对吗,2
汤都不可以饮吗？,2
鱼干，咸鱼可以吃吗？,2
花生，豆类可以吗？,2
炖汤可以吗,2
你好，请问你院的九价咨询包售罄，什么时候会上线呢,2
葡萄胎是什么意思？,2
那是什么意思？,2
是在这里约吗？,2
如何选择定点医院？,2
可以在线开单的吗,2
总院在哪边呢,2
你好，监测卵泡一大概要多少钱呢,2
这两款可以吗,2
好的 线下买不到医生开的牌子 我可以用哪款呢？,2
我和宝宝一起睡会传染给宝宝吗？那些席子被子要消毒吗？,2
下午也是可以的是吧？,2
可以退款吗？,2
新市药科附属第三医院，有红蓝光治疗仪吗,2
不是按条吗,2
我想问一下血脂高可以吃那个多烯酸乙酯胶囊吗？,2
这是疖子吗？,2
可以开民得维吗,2
暂时没有呢 在家吸氧呢,2
一般深度水解要吃到几岁？期间孩子营养会够吗？,2
孩子经常晚上睡不安，一醒来挠头是与奶粉不适合有关系吗,2
羊奶里面也有牛奶蛋白吗？,2
可以喝部分水解吗？,2
那大概需要吃多久？,2
现在不让网上买药了？,2
医生麻烦开下药呢？,2
水都不能喝吗,2
糖耐怎么做来的？,2
糖耐的意思是有没有糖尿病是吗,2
请问伤口缝针之后可以使用碘酒消毒吗？,2
